#country+code,#country+name,#indicator+code,#indicator+name,#indicator+value+num,#date+year
DEU,Germany,57806,"Mortality rate, female adult (per 1,000 people)",77.112,1990
DEU,Germany,57906,"Mortality rate, male adult (per 1,000 people)",158.105,1990
DEU,Germany,58006,"HIV prevalence, adult (% ages 15-49)",0.1,1990
DEU,Germany,61006,"Homicide rate (per 100,000 people)",1.483392855,1990
DEU,Germany,63106,Population ages 15–64 (millions),54.661715,1990
DEU,Germany,64306,"Infants lacking immunization, measles (% of one-year-olds)",25,1990
DEU,Germany,64406,"Infants lacking immunization, DTP (% of one-year-olds)",7,1990
DEU,Germany,65606,Gross fixed capital formation (% of GDP),24.42267507,1990
DEU,Germany,69206,Life expectancy at birth (years),75.488,1990
DEU,Germany,69706,Expected years of schooling (years),14.38115,1990
DEU,Germany,89006,"Maternal mortality ratio (deaths per 100,000 live births)",10,1990
DEU,Germany,97306,Natural resource depletion (% of GNI),0.10442614,1990
DEU,Germany,100806,Forest area (% of total land area),32.36616733,1990
DEU,Germany,103006,Mean years of schooling (years),8.77,1990
DEU,Germany,103206,Life expectancy index,0.853661538,1990
DEU,Germany,103606,Income index,0.894214257,1990
DEU,Germany,103706,Education index,0.691809722,1990
DEU,Germany,110806,"Net migration rate (per 1,000 people)",4.297,1990
DEU,Germany,111306,Private capital flows (% of GDP),1.30839,1990
DEU,Germany,120606,"Life expectancy at birth, female (years)",78.556,1990
DEU,Germany,121106,"Life expectancy at birth, male (years)",72.058,1990
DEU,Germany,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),23.065,1990
DEU,Germany,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),21.559,1990
DEU,Germany,123306,"Expected years of schooling, female (years)",14.0437,1990
DEU,Germany,123406,"Expected years of schooling, male (years)",14.701,1990
DEU,Germany,132706,Population ages 65 and older (millions),11.784389,1990
DEU,Germany,132806,Population under age 5 (millions),4.348839,1990
DEU,Germany,133206,Exports and imports (% of GDP),45.863588,1990
DEU,Germany,137506,Human Development Index (HDI),0.808,1990
DEU,Germany,148206,Labour force participation rate (% ages 15 and older),58.254,1990
DEU,Germany,174306,Fossil fuel energy consumption (% of total energy consumption),86.83788464,1990
DEU,Germany,178306,Gross capital formation (% of GDP),24.828315,1990
DEU,Germany,181706,Rural population with access to electricity (%),100,1990
DEU,Germany,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",2910.42644,1990
DEU,Germany,194906,GDP per capita (2017 PPP $),36640.00325,1990
DEU,Germany,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",13.31394127,1990
DEU,Germany,195706,Gross national income (GNI) per capita (constant 2017 PPP$),37232.37758,1990
DEU,Germany,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",143.97,1990
DEU,Germany,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",49.06,1990
